Current road restrictions
ID,Road,Name,District,Latitude,Longitude,RoadClass,Planned,SeverityOverride,Source,CreatedTime,LastUpdated,StartTime,EndTime,WorkPeriod,Expired,Signing,Notification,WorkEventType,Contractor,PermitType,Description,SpecialEvent,FromRoad,ToRoad,AtRoad,DirectionsAffected,Type,SubType,ScheduleMonday,ScheduleTuesday,ScheduleWednesday,ScheduleThursday,ScheduleFriday,ScheduleSaturday,ScheduleSunday,ScheduleEveryday,URL,GeoPolyline,MaxImpact,CurrImpact
"9044894","Gerrard St E","Gerrard St E from Bayview Ave to DVP","TORONTO","43.664375","-79.356870","Minor Arterial Road","1","0","","1720194461000","1740891547000","1720576800000","1762055940000","Daily","0","","","","","","Toronto-TMC: Westbound right lane and sidewalk occupied due to Bridge Rehabilitation of 3 DVP Bridges","No","Bayview Ave","Blackburn St","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","22:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.356870,43.664375],[-79.356712,43.664423],[-79.356712,43.664423],[-79.356530,43.664479],[-79.356530,43.664479],[-79.356490,43.664491],[-79.356304,43.664534],[-79.356304,43.664534],[-79.355964,43.664603],[-79.355964,43.664603],[-79.355775,43.664645],[-79.355775,43.664645],[-79.355293,43.664782]","Low","None"
"Tor-RDAR2024-6579-9","Victoria St","Victoria St 86m North of Queen St E","TORONTO","43.653420","-79.378400","Local Road","1","0","Other","1735745423000","1740880809000","1735783200000","1751277600000","Daily","0","","","Other","Ontario Transit Group","Other","Toronto-TMC: Surveying of monitoring points across the OTG Corridor. Intermittent and VSD closures assisted by a PDO/vehicle and signalized work vehicle. Evening work hours, Sunday - Friday nights (9pm-6am), excluding holidays. 

This permit has expired -- an extended permit has been requested.","No","","","Queen St E","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","21:00-06:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.378400,43.653420]","Low","None"
"Tor-RDAR2024-6579-7","Queen St E","Queen St E 51m East of Yonge St","TORONTO","43.652270","-79.378670","Major Arterial Road","1","0","Other","1735745423000","1740880809000","1735783200000","1751277600000","Daily","0","","","Other","Ontario Transit Group","Other","Toronto-TMC: Surveying of monitoring points across the OTG Corridor. Intermittent and VSD closures assisted by a PDO/vehicle and signalized work vehicle. Evening work hours, Sunday - Friday nights (9pm-6am), excluding holidays. 

This permit has expired -- an extended permit has been requested.","No","","","Yonge St","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","21:00-06:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.378670,43.652270]","Medium","None"
"Tor-RDAR2024-6579-8","Queen St E","Queen St E 23m East of Yonge St","TORONTO","43.652500","-79.378990","Major Arterial Road","1","0","Other","1735745423000","1740880809000","1735783200000","1751277600000","Daily","0","","","Other","Ontario Transit Group","Other","Toronto-TMC: Surveying of monitoring points across the OTG Corridor. Intermittent and VSD closures assisted by a PDO/vehicle and signalized work vehicle. Evening work hours, Sunday - Friday nights (9pm-6am), excluding holidays. 

This permit has expired -- an extended permit has been requested.","No","","","Yonge St","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","21:00-06:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.378990,43.652500]","Medium","None"
"Tor-RDAR2024-6579-10","Bathurst St","Bathurst St 24m South of King St W","TORONTO","43.643720","-79.402620","Major Arterial Road","1","0","Other","1735745423000","1740880809000","1735783200000","1751277600000","Daily","0","","","Other","Ontario Transit Group","Other","Toronto-TMC: Surveying of monitoring points across the OTG Corridor. Intermittent and VSD closures assisted by a PDO/vehicle and signalized work vehicle. Evening work hours, Sunday - Friday nights (9pm-6am), excluding holidays. 

This permit has expired -- an extended permit has been requested.","No","","","King St W","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","21:00-06:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.402620,43.643720]","Medium","None"
"Tor-RDAR2024-6579-11","King St W","King St W 51m North of Bathurst St","TORONTO","43.644250","-79.402260","Major Arterial Road","1","0","Other","1735745423000","1740880809000","1735783200000","1751277600000","Daily","0","","","Other","Ontario Transit Group","Other","Toronto-TMC: Surveying of monitoring points across the OTG Corridor. Intermittent and VSD closures assisted by a PDO/vehicle and signalized work vehicle. Evening work hours, Sunday - Friday nights (9pm-6am), excluding holidays. 

This permit has expired -- an extended permit has been requested.","No","","","Bathurst St","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","21:00-06:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.402260,43.644250]","Medium","None"
"Tor-RDAR2024-6579-12","Ln N Queen W Seaton","Ln N Queen W Seaton 62m West of Seaton St","TORONTO","43.655300","-79.368840","Major Arterial Road","1","0","Other","1735745423000","1740880809000","1735783200000","1751277600000","Daily","0","","","Other","Ontario Transit Group","Other","Toronto-TMC: Surveying of monitoring points across the OTG Corridor. Intermittent and VSD closures assisted by a PDO/vehicle and signalized work vehicle. Evening work hours, Sunday - Friday nights (9pm-6am), excluding holidays. 

This permit has expired -- an extended permit has been requested.","No","","","Seaton St","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","21:00-06:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.368840,43.655300]","Medium","None"
"Tor-RDAR2024-6579-2","Ln S Queen W Simcoe","Ln S Queen W Simcoe at Simcoe St","TORONTO","43.650260","-79.387290","Local Road","1","0","Other","1735745423000","1740880809000","1735783200000","1751277600000","Daily","0","","","Other","Ontario Transit Group","Other","Toronto-TMC: Surveying of monitoring points across the OTG Corridor. Intermittent and VSD closures assisted by a PDO/vehicle and signalized work vehicle. Evening work hours, Sunday - Friday nights (9pm-6am), excluding holidays. 

This permit has expired -- an extended permit has been requested.","No","","","Simcoe St","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","21:00-06:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.387290,43.650260]","Low","None"
"Tor-RDAR2024-6579-3","Simcoe St","Simcoe St at Ln S Queen W Simcoe","TORONTO","43.650260","-79.387290","Local Road","1","0","Other","1735745423000","1740880809000","1735783200000","1751277600000","Daily","0","","","Other","Ontario Transit Group","Other","Toronto-TMC: Surveying of monitoring points across the OTG Corridor. Intermittent and VSD closures assisted by a PDO/vehicle and signalized work vehicle. Evening work hours, Sunday - Friday nights (9pm-6am), excluding holidays. 

This permit has expired -- an extended permit has been requested.","No","","","Ln S Queen W Simcoe","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","21:00-06:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.387290,43.650260]","Low","None"
"Tor-RDAR2024-6579-4","University Ave","University Ave 38m South of Armoury St","TORONTO","43.652850","-79.387900","Major Arterial Road","1","0","Other","1735745423000","1740880809000","1735783200000","1751277600000","Daily","0","","","Other","Ontario Transit Group","Other","Toronto-TMC: Surveying of monitoring points across the OTG Corridor. Intermittent and VSD closures assisted by a PDO/vehicle and signalized work vehicle. Evening work hours, Sunday - Friday nights (9pm-6am), excluding holidays. 

This permit has expired -- an extended permit has been requested.","No","","","Armoury St","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","21:00-06:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.387900,43.652850]","Medium","None"
"Tor-RDAR2024-6579-6","Ln S Queen W Spadina","Ln S Queen W Spadina 33m West of Spadina Ave","TORONTO","43.648280","-79.396610","Major Arterial Road","1","0","Other","1735745423000","1740880809000","1735783200000","1751277600000","Daily","0","","","Other","Ontario Transit Group","Other","Toronto-TMC: Surveying of monitoring points across the OTG Corridor. Intermittent and VSD closures assisted by a PDO/vehicle and signalized work vehicle. Evening work hours, Sunday - Friday nights (9pm-6am), excluding holidays. 

This permit has expired -- an extended permit has been requested.","No","","","Spadina Ave","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","21:00-06:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.396610,43.648280]","Medium","None"
"Tor-RDAR2024-6579-5","Spadina Ave","Spadina Ave 39m South of Bulwer St","TORONTO","43.649100","-79.396510","Major Arterial Road","1","0","Other","1735745423000","1740880809000","1735783200000","1751277600000","Daily","0","","","Other","Ontario Transit Group","Other","Toronto-TMC: Surveying of monitoring points across the OTG Corridor. Intermittent and VSD closures assisted by a PDO/vehicle and signalized work vehicle. Evening work hours, Sunday - Friday nights (9pm-6am), excluding holidays. 

This permit has expired -- an extended permit has been requested.","No","","","Bulwer St","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","21:00-06:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.396510,43.649100]","Medium","None"
"Tor-RDAR2024-6579-1","Queen St W","Queen St W 86m North of York St","TORONTO","43.651990","-79.384960","Major Arterial Road","1","0","Other","1735745423000","1740880809000","1735783200000","1751277600000","Daily","0","","","Other","Ontario Transit Group","Other","Toronto-TMC: Surveying of monitoring points across the OTG Corridor. Intermittent and VSD closures assisted by a PDO/vehicle and signalized work vehicle. Evening work hours, Sunday - Friday nights (9pm-6am), excluding holidays. 

This permit has expired -- an extended permit has been requested.","No","","","York St","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","21:00-06:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.384960,43.651990]","Medium","None"
"Tor-RDAR2024-6579-13","Front St E","Front St E 44m North of Berkeley St","TORONTO","43.651600","-79.363730","Minor Arterial Road","1","0","Other","1735745423000","1740880809000","1735783200000","1751277600000","Daily","0","","","Other","Ontario Transit Group","Other","Toronto-TMC: Surveying of monitoring points across the OTG Corridor. Intermittent and VSD closures assisted by a PDO/vehicle and signalized work vehicle. Evening work hours, Sunday - Friday nights (9pm-6am), excluding holidays. 

This permit has expired -- an extended permit has been requested.","No","","","Berkeley St","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","21:00-06:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.363730,43.651600]","Low","None"
"Tor-RDAR2024-6336-1","Silverthorne Bush Dr","Silverthorne Bush Dr at Burnt Log Cres","ETOBICOKE","43.634350","-79.580590","Local Road","1","0","Other","1734439421000","1740873609000","1734004800000","1754002800000","Daily","0","","","Other","T2 Utility Engineers Inc.","Other","Toronto-TMC: T2UE WILL BE DOING ONE TEST HOLE AT THE INTERSECTION OF BURN LOG CRESCENT AND SILVERTHORNE BUSH DRIVE USING VACUUM EXCAVATION <-1,500 PSI. LESS THAN HALF A DAY WILL BE NEEDED IN ORDER TO COMPLETE THIS TEST HOLE.","No","","","Burnt Log Cres","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.580590,43.634350]","Low","None"
"Tor-RDAR2025-799","Waltonice Rd","Waltonice Rd 111m North of Minerva Ave","SCARBOROUGH","43.722620","-79.246960","Local Road","1","0","City of Toronto Construction","1738694113000","1740873609000","1738670400000","1741647600000","Daily","0","","","City of Toronto Construction","Gio Crete Construction Ltd.","City of Toronto Construction","Toronto-TMC: Water and Sewer connection","No","","","Minerva Ave","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.246960,43.722620]","Low","None"
"Tor-RDAR2025-1114","Withrow Ave","Withrow Ave 69m East of Ln E Logan S Bain","TORONTO","43.671440","-79.345460","Local Road","1","0","City of Toronto Construction","1739559900000","1740873609000","1740571200000","1741219200000","Daily","0","","","City of Toronto Construction","Rabcon Contractors Ltd","City of Toronto Construction","Toronto-TMC: Installation of new water and sanitary service for 195 Withrow Ave
Duration of Work: 1 day +/-
Metrollinx approval submitted in "other files)","No","","","Ln E Logan S Bain","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.345460,43.671440]","Low","None"
"Tor-RDAR2024-6336-2","Burnt Log Cres","Burnt Log Cres at Silverthorne Bush Dr","ETOBICOKE","43.634350","-79.580590","Local Road","1","0","Other","1734439421000","1740873609000","1734004800000","1754002800000","Daily","0","","","Other","T2 Utility Engineers Inc.","Other","Toronto-TMC: T2UE WILL BE DOING ONE TEST HOLE AT THE INTERSECTION OF BURN LOG CRESCENT AND SILVERTHORNE BUSH DRIVE USING VACUUM EXCAVATION <-1,500 PSI. LESS THAN HALF A DAY WILL BE NEEDED IN ORDER TO COMPLETE THIS TEST HOLE.","No","","","Silverthorne Bush Dr","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.580590,43.634350]","Low","None"
"Tor-RDAR2025-803","Haileybury Dr","Haileybury Dr 36m South of Shediac Rd","SCARBOROUGH","43.747530","-79.257730","Local Road","1","0","City of Toronto Construction","1738694113000","1740873609000","1738670400000","1741647600000","Daily","0","","","City of Toronto Construction","Gio Crete Construction Ltd.","City of Toronto Construction","Toronto-TMC: Water and Sewer connection","No","","","Shediac Rd","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.257730,43.747530]","Low","None"
"Tor-RDAR2024-6093-1","Adelaide St E","Adelaide St E at St Lawrence St","TORONTO","43.655070","-79.355540","Major Arterial Road","1","0","City of Toronto Construction","1734451196000","1740873609000","1736334000000","1766188800000","Daily","0","","","City of Toronto Construction","Soncin Construction","City of Toronto Construction","Toronto-TMC: Project No. 24ECS-BE-09SB - Rehabilitation of the Eastern bridge.

Project requires closures to facilitate the rehabilitation of the numerous bridge structures in the area. Work includes, concrete removal and reinstatement, electrical rehab, asphalt, waterproofing, etc.","No","","","St Lawrence St","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","06:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.355540,43.655070]","High","None"
"Tor-RDAR2025-698","Harbord St","Harbord St from Bathurst St to Grace St","TORONTO","43.661510","-79.409770","Minor Arterial Road","1","0","City of Toronto Construction","1740522926000","1740873609000","1738584000000","1759273200000","Daily","0","","","City of Toronto Construction","Kenco Construction Ltd.","City of Toronto Construction","Toronto-TMC: watermain and sewer replace, bike way, road work","No","Bathurst St","Grace St","","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.409770,43.661510],[-79.410370,43.661390],[-79.410370,43.661390],[-79.410980,43.661270],[-79.410980,43.661270],[-79.411570,43.661150],[-79.411570,43.661150],[-79.412200,43.661020],[-79.412200,43.661020],[-79.412840,43.660890],[-79.412840,43.660890],[-79.413440,43.660760],[-79.413440,43.660760],[-79.414010,43.660650],[-79.414030,43.660650],[-79.414030,43.660650],[-79.414070,43.660640],[-79.414670,43.660530],[-79.414670,43.660530],[-79.415250,43.660410],[-79.415250,43.660410],[-79.415860,43.660280],[-79.415860,43.660280],[-79.416430,43.660160],[-79.416430,43.660160],[-79.416900,43.660060],[-79.416900,43.660060],[-79.417490,43.659940]","Low","None"
"Tor-RDAR2025-797","Natal Ave","Natal Ave 173m South of Park St","SCARBOROUGH","43.709420","-79.252490","Local Road","1","0","City of Toronto Construction","1738693339000","1740873609000","1738670400000","1741647600000","Daily","0","","","City of Toronto Construction","Gio Crete Construction Ltd.","City of Toronto Construction","Toronto-TMC: Water and Sewer connection","No","","","Park St","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.252490,43.709420]","Low","None"
"Tor-RDAR2025-1154","Westhead Rd","Westhead Rd 28m North of Thames Ave","ETOBICOKE","43.604760","-79.556160","Local Road","1","0","City of Toronto Construction","1739559900000","1740873609000","1740398400000","1741132800000","Daily","0","","","City of Toronto Construction","Rabcon Contractors Ltd","City of Toronto Construction","Toronto-TMC: Installation of new water and sanitary service for 79 WESTHEAD RD
Duration of Work: 1 day +/-
Sidewalk and Driveway access will be maintained when required to do so","No","","","Thames Ave","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.556160,43.604760]","Low","None"
"Tor-RDAR2025-800","Cedar Brae Blvd","Cedar Brae Blvd 83m South of Braeburn Blvd","SCARBOROUGH","43.748030","-79.235320","Local Road","1","0","City of Toronto Construction","1738694895000","1740873609000","1738670400000","1741647600000","Daily","0","","","City of Toronto Construction","Gio Crete Construction Ltd.","City of Toronto Construction","Toronto-TMC: Water and Sewer connection","No","","","Braeburn Blvd","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.235320,43.748030]","Low","None"
"Tor-RDAR2025-1340-1","St Clarens Ave","St Clarens Ave from Shirley St to Wyndham St","TORONTO","43.648130","-79.437550","Local Road","1","0","City of Toronto Construction","1740572628000","1740873609000","1740398400000","1741392000000","Daily","0","","","City of Toronto Construction","Insituform Technologies Ltd.","City of Toronto Construction","Toronto-TMC: CIPP rehabilitation of sewers","No","Shirley St","Wyndham St","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.437550,43.648130],[-79.437260,43.647360]","Low","None"
"Tor-RDAR2024-6328","Savona Dr","Savona Dr 34m South of Ecker Dr","ETOBICOKE","43.606260","-79.553240","Local Road","1","0","Other","1734100833000","1740873609000","1734004800000","1754002800000","Daily","0","","","Other","T2 Utility Engineers Inc.","Other","Toronto-TMC: T2UE WILL BE DOING TEST HOLES USING VACUUM EXCAVATION <=1,600 PSI. PARTIAL LANE CLOSURE WILL BE HAPPENING FOR LESS THAN HALF A DAY","No","","","Ecker Dr","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.553240,43.606260]","Low","None"
"Tor-RDAR2025-1343-4","Wyndham St","Wyndham St from Brock Ave to St Clarens Ave","TORONTO","43.647830","-79.434820","Local Road","1","0","City of Toronto Construction","1740573971000","1740873609000","1740398400000","1741392000000","Daily","0","","","City of Toronto Construction","Insituform Technologies Ltd.","City of Toronto Construction","Toronto-TMC: CIPP rehabilitation of sewers","No","Brock Ave","St Clarens Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.434820,43.647830],[-79.435690,43.647660],[-79.435690,43.647660],[-79.436570,43.647490],[-79.436570,43.647490],[-79.436760,43.647460],[-79.436760,43.647460],[-79.437260,43.647360]","Low","None"
"Tor-RDAR2025-1141-2","Barron Rd","Barron Rd at Yardley Ave","EAST YORK","43.712510","-79.303840","Local Road","1","0","City of Toronto Construction","1739910926000","1740873609000","1740484800000","1741392000000","Daily","0","","","City of Toronto Construction","Rabcon Contractors Ltd","City of Toronto Construction","Toronto-TMC: Installation of new water service at 55 Yardley Ave
Duration of Work: 1 day +/-","No","","","Yardley Ave","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.303840,43.712510]","Low","None"
"Tor-RDAR2024-6411-1","Van Stassen Blvd","Van Stassen Blvd at Varsity Rd to 36 m Southwest of Skylark Rd","YORK","43.660980","-79.497660","Local Road","1","0","City of Toronto Construction","1734633695000","1740873609000","1736208000000","1748640600000","Daily","0","","","City of Toronto Construction","CRCE Construction","City of Toronto Construction","Toronto-TMC: Watermain and Water Services Replacement, Road Curb and Sidewalk Replacement for state of good repair","No","Varsity Rd","Skylark Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","19:00-17:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.497660,43.660980],[-79.496650,43.661760],[-79.496650,43.661760],[-79.496220,43.662090]","Low","None"
"Tor-RDAR2024-6411-2","Van Stassen Blvd","Van Stassen Blvd 36 m Southwest of Skylark Rd to Gooch Ave","YORK","43.662090","-79.496220","Local Road","1","0","City of Toronto Construction","1734633695000","1740873609000","1736208000000","1748640600000","Daily","0","","","City of Toronto Construction","CRCE Construction","City of Toronto Construction","Toronto-TMC: Watermain and Water Services Replacement, Road Curb and Sidewalk Replacement for state of good repair","No","Skylark Rd","Gooch Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","19:00-17:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.496220,43.662090],[-79.495920,43.662320],[-79.495920,43.662320],[-79.494990,43.663020]","Low","None"
"Tor-RDAR2025-801","Pitt Ave","Pitt Ave 46m South of St Bedes Rd","SCARBOROUGH","43.703270","-79.292490","Local Road","1","0","City of Toronto Construction","1738694113000","1740873609000","1738670400000","1741647600000","Daily","0","","","City of Toronto Construction","Gio Crete Construction Ltd.","City of Toronto Construction","Toronto-TMC: Water and Sewer connection","No","","","St Bedes Rd","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.292490,43.703270]","Low","None"
"Tor-RDAR2025-1343-2","Delaney Cres","Delaney Cres from Mechanic Ave to Brock Ave","TORONTO","43.646440","-79.435230","Local Road","1","0","City of Toronto Construction","1740573971000","1740873609000","1740398400000","1741392000000","Daily","0","","","City of Toronto Construction","Insituform Technologies Ltd.","City of Toronto Construction","Toronto-TMC: CIPP rehabilitation of sewers","No","Mechanic Ave","Brock Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.435230,43.646440],[-79.434370,43.646630]","Low","None"
"Tor-RDAR2025-1343-3","Brock Ave","Brock Ave from Delaney Cres to Wyndham St","TORONTO","43.646630","-79.434370","Local Road","1","0","City of Toronto Construction","1740573971000","1740873609000","1740398400000","1741392000000","Daily","0","","","City of Toronto Construction","Insituform Technologies Ltd.","City of Toronto Construction","Toronto-TMC: CIPP rehabilitation of sewers","No","Delaney Cres","Wyndham St","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.434370,43.646630],[-79.434440,43.646820],[-79.434440,43.646820],[-79.434660,43.647450],[-79.434660,43.647450],[-79.434820,43.647830]","Low","None"
"Tor-RDAR2024-6096","Adelaide St E","Adelaide St E 81m East of St Lawrence St","TORONTO","43.655580","-79.354810","Major Arterial Road","1","0","City of Toronto Construction","1733512126000","1740873609000","1736334000000","1766188800000","Daily","0","","","City of Toronto Construction","Soncin Construction","City of Toronto Construction","Toronto-TMC: Project No. 24ECS-BE-09SB - Rehabilitation of the Eastern bridge.

Project requires closures to facilitate the rehabilitation of the numerous bridge structures in the area. Work includes, concrete removal and reinstatement, electrical rehab, asphalt, waterproofing, etc.","No","","","St Lawrence St","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","06:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.354810,43.655580]","High","None"
"9389404","Suntract Rd","Suntract Rd from Gordon Mackay Rd to end of road","NORTH YORK","43.715275","-79.510812","Local Road","1","0","","1725634410000","1740873609000","1725534000000","1741219200000","Daily","0","","","","Ferpal Construction Ltd","","Toronto-TMC: WB lanes occupied due to Structural Watermain Rehabilitation Project Work ","No","Gordon Mackay Rd","end of road","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.510812,43.715275],[-79.510562,43.714740],[-79.510562,43.714740],[-79.509945,43.713332],[-79.509907,43.713276],[-79.509820,43.713245],[-79.509720,43.713257],[-79.509154,43.713384]","Low","None"
"9389311","Jane St","Jane St from Gordon Mackay Rd to Falstaff Ave (at 2050 Jane St)","NORTH YORK","43.715456","-79.507225","Major Arterial Road","1","0","","1725633456000","1740873609000","1725534000000","1741219200000","Daily","0","","","","Ferpal Construction Ltd","","Toronto-TMC: WB  Lane is occupied  from Gordon Mackay Rd to 2050 Jane St due to the Structural Watermain Rehabilitation Project Work","No","Falstaff Ave","Downsview Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.507225,43.715456],[-79.507493,43.716490],[-79.507493,43.716490],[-79.507747,43.717378],[-79.507747,43.717378],[-79.507792,43.717581],[-79.507792,43.717581],[-79.507830,43.717755],[-79.507830,43.717755],[-79.507880,43.717979],[-79.507880,43.717979],[-79.507973,43.718403]","High","None"
"Tor-RDAR2025-1363-2","Bathurst St","Bathurst St at Lake Shore Blvd W","TORONTO","43.636480","-79.399630","Major Arterial Road","1","0","City of Toronto Construction","1740498042000","1740873609000","1740744000000","1752620400000","Daily","0","","","City of Toronto Construction","Kenco Construction Ltd.","City of Toronto Construction","Toronto-TMC: Watermain replacement on Bathurst Street.
24ECS-RD-09SW Bathurst and Lakeshore","No","","","Lake Shore Blvd W","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.399630,43.636480]","High","None"
"Tor-RDAR2025-1363-1","Lake Shore Blvd W","Lake Shore Blvd W at Bathurst St","TORONTO","43.636480","-79.399630","Major Arterial Road","1","0","City of Toronto Construction","1740498042000","1740873609000","1740744000000","1752620400000","Daily","0","","","City of Toronto Construction","Kenco Construction Ltd.","City of Toronto Construction","Toronto-TMC: Watermain replacement on Bathurst Street.
24ECS-RD-09SW Bathurst and Lakeshore","No","","","Bathurst St","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.399630,43.636480]","High","None"
"Tor-RDAR2024-6329-1","Helsby Cres","Helsby Cres at Rufford Rd","ETOBICOKE","43.606930","-79.554720","Local Road","1","0","Other","1734100833000","1740873609000","1734004800000","1754002800000","Daily","0","","","Other","T2 Utility Engineers Inc.","Other","Toronto-TMC: T2UE WILL BE DOING TEST HOLES USING VACUUM EXCAVATION <= 1,600 PSI. THESE TEST HOLES WON'T TAKE MORE THAN HALF A DAY TO BE COMPLETED","No","","","Rufford Rd","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.554720,43.606930]","Low","None"
